ID,タイトル,勤務地,求人概要,必須要件,ポジション（職種）,年収帯(低),年収帯(高),企業名
71426250-d198-4829-bdf3-ea0c5b1fa529,【信和コミュニティ】契約事務,大阪府,"信和コミュニティでは、自社開発物件や一般のオーナー様が所有している賃貸物件の管理を行っております。
その中で、契約に関する業務を行う部署の事務として勤務いただきます。
・管理物件への入居申込～審査
・承認後の書類作成・チェック
・仲介業者からの返送書類確認
・追加契約、名義変更、月初処理、変動費、業務委託料請求書チェック
・仲介業者や入居者からの電話対応　など
上記以外にも庶務的な業務もご対...",・事務経験1年以上,コミュニティ,350,450,信和グループ
c89606ba-2a0b-46c0-96b3-d745a587cae4,オープンポジション,東京都,"ユーティルは今、大きな転換点を迎えました。
25年11月26日に発表したM&A・事業譲渡
■「Web幹事」事業をW4Partnersに株式譲渡 https://prtimes.jp/main/html/rd/p/000000065.000016988.html ■株式会社リエイトを完全子会社化 https://prtimes.jp/main/html/rd/p/000000064.00001...",,オープンポジション,,,株式会社ユーティル
965b6b07-a1c5-4f45-b458-7efbee5539a8,c1_事業開発コンサルタント　　 (_lx_mm),東京都,"「この国の生産性を世界一に。」
WorkXは、既存のコンサルティングファームの枠組みを超え、自らも事業を創出・運営する「ハイブリッドファーム」です。
他社へのコンサルティングだけでなく、自社での新規事業創出を続け、「経営人材」を輩出し、プロフェッショナルエコノミーへ変革することを志向しており、
・ 戦略・IT・DX・経営などの領域における大手企業向けのコンサルティング＆事業創出支援「Lean...",・論理的思考力とコミュニケーション能力をお持ち方,コンサルタント,400,600,株式会社WorkX
892cdf20-442a-43a8-8a00-646d00ab639e,1056【Biz】エンタープライズセールス（マネージャー候補）,東京都,"ストックマーク株式会社は「価値創造の仕組みを再発明し、人類を前進させる」をミッションに掲げ、最先端の生成AI LLM技術を活用し、企業の変革を支援しています。
弊社の強みは、フルスクラッチで国産LLMを開発できる技術力です。2024年5月には、国内最大級となる1,000億パラメータの日本語特化LLM「Stockmark-2」を公開しました。
多くの企業が海外モデルの微調整やOSS活用にとどま...","※すべて必須
・SaaS法人営業におけるトップセールスに準ずる経験
・メンバーマネジメント経験",マネージャー,805,1505,ストックマーク株式会社
1956ea3c-d4fd-4606-9653-e54b5b13dd06,【信和コミュニティ】分譲課　事務,大阪府,"信和グループでは、自社で分譲マンションの開発を行っております。
今後もグループ会社からの受託が見込めるため、より一層の業務拡大を目指し、募集を行うことになりました。
現時点で14組合を受託中となっており、開発が決まっているグループ会社開発の分譲マンションが複数ある為、1年～2年後は4から5棟増える見通しです。
・管理受託している分譲マンション組合運営補助
・法令に基づく各種報告書等作成
他に...","・PC操作スキル（特にWord）
・事務経験3年以上",コミュニティ,400,600,信和グループ
1aa57f83-b63b-4e26-bb50-4208d74adc5b,01_ソリューションセールス※マネージャー候補,東京都,"法人営業として大手企業への提案型営業活動を通じて、デジタルマーケティングソリューションの提供を行っていただきます。
弊社が提供するSaaSプロダクト「ミエルカSEO」や「ミエルカヒートマップ」、
フリーランスマーケター特化の人材紹介事業「ミエルカコネクト」等を取り扱い、
顧客の成長をサポートし、当社の業績拡大に貢献することがミッションです。
エンタープライズ向けやミッドサイズ向け、当社が保有...","・法人営業経験を3年以上有する方（業界問わず）
・ITに関する基本的な知識",マネージャー,500,1200,株式会社Faber Company
5ca904ee-a02a-4c33-b834-870d48998a15,【信和ホールディングス】労務担当,大阪府,"信和グループの管理部門である人事部において、労務担当者を募集します。
労務責任者のもとで、主に労務、給与や福利厚生面に関連する業務をお願いします。
将来的には、社員定着への取り組み（面談、教育研修サポートなど）でも
活躍いただけるチャンスがあります。","・労務・給与計算（正社員）に関連する業務の経験
・基本的なPCスキル（Excel、Word、Outlook、PowerPointなど）",労務,350,500,信和グループ
a6f730f1-e505-4449-8ede-9feff8383c8d,フィールドセールス_AI事業_正社員,東京都,"ユーティルは今、大きな転換点を迎えました。
25年11月26日に発表したM&A・事業譲渡
■「Web幹事」事業をW4Partnersに株式譲渡 https://prtimes.jp/main/html/rd/p/000000065.000016988.html ■株式会社リエイトを完全子会社化 https://prtimes.jp/main/html/rd/p/000000064.00001...","・法人営業のご経験3年程度
・新規営業の経験がある方
・目標数字を意識しPDCAを回してコミットされてきたご経験",フィールドセールス,420,600,株式会社ユーティル
10c6782f-0a79-407e-b7fa-3626a98576ee,c2_戦略コンサルタント(シニアコンサルタント)　　 (_lx_mm),東京都,"「この国の生産性を世界一に。」
WorkXは、既存のコンサルティングファームの枠組みを超え、自らも事業を創出・運営する「ハイブリッドファーム」です。
他社へのコンサルティングだけでなく、自社での新規事業創出を続け、「経営人材」を輩出し、プロフェッショナルエコノミーへ変革することを志向しており、
・ 戦略・IT・DX・経営などの領域における大手企業向けのコンサルティング＆事業創出支援「Lean...",・コンサルティングファームにおけるコンサルティング経験（2年以上）,コンサルタント,700,1200,株式会社WorkX
463c2014-b56a-41a8-b189-acaff08e969c,SNSタレント事業部　事業企画,東京都,"■メディアエイド3つの独自性
・「知らなかったを救う。」というミッションの実現に向けて、オールドメディアからニューメディアへのパラダイムシフトに挑戦しています。
・創業事業のSNSソリューション事業からスタートし、SNSタレント事業, SNSプラットフォーム事業と創業初期フェーズから3つの事業領域にチャレンジしています。
・2029年までに時価総額1,000億円, 従業員1,000名, 海外...","・論理的思考に基づく課題解決の経験
・業務プロセスの最適化やオペレーション改善の実務経験
・組織やチームの生産性向上に向けた仕組みづくりや制度設計の経験",事業企画,550,750,株式会社メディアエイド
01f44621-df39-4ade-8c83-2eebc3f23648,【信和ホールディングス】役員秘書,大阪府,"信和ホールディングスの秘書課に所属頂き、先輩社員（1名）のもと、グループ代表と役員1名の秘書を分担して業務にあたって頂きます。
スケジュール調整・管理
文書作成（業務連絡書・案内状・お礼状・会議資料、議事録、訓示下書きなど）
交際業務のサポート（中元、歳暮、年賀状、慶弔、冠婚葬祭）
上司の経費精算などの雑務
環境整備（絵画、調度品など）
広報関連（プレスリリースの作成、Instagramなど...","・秘書経験（役員秘書の経験尚可）
・雰囲気が明るい方・元気な方
・空気が読める方",その他,350,600,信和グループ
ae80fa54-8511-4f93-b868-e99a8ea823f5,01_マーケティングディレクター(サイト改善/CRO),東京都,"クライアントのデジタルマーケティングにおける課題は様々で、「ウェブ集客を強めたい」「サイト訪問者に自社理解を深めたい」「サイト流入後のコンバージョン率を高めたい」など多くの課題が顕在しています。
本ポジションはクライアントが抱える課題に耳を傾け、時には問題提起を実行して、クライアントの成果実現に向けたウェブサイトリニューアル提案からマーケティング施策の改善提案を実行します。
クライアントは日...","ー下記いずれかに該当する方
・ウェブ制作会社、広告代理店、コンサルティング会社などでウェブ集客、CVR向上、ウェブサイトリニューアルに関連する業務経験がある方（職種問わず目安1年以上）
・何かしらの業務でデータや数値を扱い、そこから改善策を考えた経験（例：営業で売上目標と実績を分析、店舗で顧客データを活用、前職でのKPI管理など）

ー下記のような方が当社にマッチすると考えます。
・パーパスである「辺境の知から、”マーケティングゼロ”を実現する」に共感する方
・論理的思考力と問題解決能力が強みの方
...",マーケティング,500,1200,株式会社Faber Company
4c37e8a7-5c26-44d7-8845-64fd35825a63,【信和コミュニティ】契約事務,大阪府,"信和コミュニティでは、自社開発物件や一般のオーナー様が所有している賃貸物件の管理を行っております。
その中で、契約に関する業務を行う部署の事務として勤務いただきます。
・管理物件への入居申込～審査
・承認後の書類作成・チェック
・仲介業者からの返送書類確認
・追加契約、名義変更、月初処理、変動費、業務委託料請求書チェック
・仲介業者や入居者からの電話対応　など
上記以外にも庶務的な業務もご対...",・事務経験1年以上,コミュニティ,350,450,信和グループ
cfcfa080-ac1b-472e-8eab-df0ebe2f9eac,1062【Corp】HRマネージャー,東京都,"ストックマーク株式会社は「価値創造の仕組みを再発明し、人類を前進させる」をミッションに掲げ、最先端の生成AI LLM技術を活用し、企業の変革を支援しています。
弊社の強みは、フルスクラッチで国産LLMを開発できる技術力です。2024年5月には、国内最大級となる1,000億パラメータの日本語特化LLM「Stockmark-2」を公開しました。
多くの企業が海外モデルの微調整やOSS活用にとどま...","※すべて必須
・事業会社人事経験3年以上
・マネージャーとして経営層など社内のハイレイヤー人材を巻き込んだ複雑な議論をリードした経験2年以上（事業側のマネージャー経験も合わせて）",マネージャー,1005,1505,ストックマーク株式会社
b0d0d10f-f834-41ee-9168-1e072345450a,マーケティング責任者_AI事業_正社員,東京都,"•  AI BPO事業部のマーケティング戦略
•  新規獲得に向けたマーケティング戦略策定（ハンズオン・ディレクション・マネジメント等）
•  TVCMを中心としたブランディング・想起の確立
•  各事業マーケティングの全体最適の企画・推進
•  事業横断のマーケティング組織構築
•  採用・オンボーディング
•  その他付随するマネジメント業務
まずはマーケティング戦略、実行を責任者として...","•  新規獲得を目的としたペイドマーケティングの戦略立案および実行
•  TVCMを中心としたブランディング・想起の確立における経験値
•  各マーケティング・チャネルの最適企画化の企画・推進",マーケティング,1000,15000000,株式会社ユーティル
521ecffa-87e6-4594-86e6-d41cbc1a66ca,c3_戦略コンサルタント(マネージャー以上)　　 (_lx_mg),東京都,"「この国の生産性を世界一に。」
WorkXは、既存のコンサルティングファームの枠組みを超え、自らも事業を創出・運営する「ハイブリッドファーム」です。
他社へのコンサルティングだけでなく、自社での新規事業創出を続け、「経営人材」を輩出し、プロフェッショナルエコノミーへ変革することを志向しており、
・ 戦略・IT・DX・経営などの領域における大手企業向けのコンサルティング＆事業創出支援「Lean...",・コンサルティングファームにおけるコンサルティング経験（5年以上）,コンサルタント,1000,5000,株式会社WorkX
4581e9c0-853c-4ef4-888b-1c0516ab2a91,SNSタレント事業部_フィールドセールスリーダー,東京都,"■メディアエイド3つの独自性
・「知らなかったを救う。」というミッションの実現に向けて、オールドメディアからニューメディアへのパラダイムシフトに挑戦しています。
・創業事業のSNSソリューション事業からスタートし、SNSタレント事業, SNSプラットフォーム事業と創業初期フェーズから3つの事業領域にチャレンジしています。
・2029年までに時価総額1,000億円, 従業員1,000名, 海外...","・BtoCの営業職で2年以上の実務経験がある方（業界問わず：可能であれば、高単価サービスの販売経験）
・営業職として、与えられた数値目標の達成能力がある方",フィールドセールス,500,800,株式会社メディアエイド
fbff6074-653b-4075-bf6b-3bcdd6d453a3,【信和ホールディングス】経理部,大阪府,"信和グループの管理部門である、信和ホールディングスの経理部門の募集です。
信和グループは建設・不動産事業を中心に、10事業もの多角的経営を行っている企業で、今年で創業130周年を超えて、132年目を走っている老舗企業なので、長く安定して働ける環境です。
現在も事業拡大・急成長を続けており、今回はグループ全体のバックオフィスを支えている経理部門のメンバーを募集することになりました。
☆☆当グル...","・経理職経験5年以上
または
・日商簿記2級
または
・建設業経理事務士2級・1級所持
・10億円以上の売り上げのある企業を担当した経験がある方",経理,393,619,信和グループ
5a2ee580-69db-4cbb-9beb-fb247095b876,d2_ITコンサルタント (未経験)　 (_lx_mm),東京都,"WorkXは、既存のコンサルティングファームの枠組みを超え、自らも事業を創出・運営する「ハイブリッドファーム」です。
他社へのコンサルティングだけでなく、自社での事業創出を通じたクライアント提供価値の最大化に重きを置いており、
・ 戦略・IT・DX・経営などの領域における大手企業向けのコンサルティング「LeanX」
・ AI・データを活用したコンサルティング＆エンジニアリングサービス「Lea...","・IT領域におけるエンジニア等の実務経験 1年以上
・システム開発(インフラ/アプリ問わず)経験 1年以上",コンサルタント,400,600,株式会社WorkX
cf87a162-c81b-4322-8e04-312e589f08cf,01_営業系オープンポジション,東京都,"わたしたちFaber CompanyはSEO業界のリーディングカンパニーとして、独自開発のツール「ミエルカSEO」をはじめ、「ミエルカヒートマップ」「ローカルミエルカ」などを活用して企業のデジタルマーケティングにおける課題を発見して、課題解決に導いています。
また、独自開発のツール「ミエルカシリーズ」のほかに人材やリソースを提供する「ミエルカコネクト」でリソースを提供し、素早く課題解決のご支...","ー下記いずれかに該当する方
・法人営業の経験（目安2年以上）
・Web広告代理店、Web制作会社、ITコンサルティング会社で営業またはコンサルタントの経験（目安1年以上）

ー下記のような方が当社にマッチすると考えます。
・パーパスである「辺境の知から、”マーケティングゼロ”を実現する」に共感する方
・素直で誠実な方
・諦めの悪い方
・高い壁を乗り越えてきた方
・コミュニケーション能力に自信がある方",オープンポジション,400,804,株式会社Faber Company
012335fd-ac23-41a1-8d5c-dc5d0997b20b,【信和ホールディングス】労務担当,大阪府,"信和グループの管理部門である人事部において、労務担当者を募集します。
労務責任者のもとで、主に労務、給与や福利厚生面に関連する業務をお願いします。
将来的には、社員定着への取り組み（面談、教育研修サポートなど）でも
活躍いただけるチャンスがあります。","・労務・給与計算（正社員）に関連する業務の経験
・基本的なPCスキル（Excel、Word、Outlook、PowerPointなど）",労務,350,500,信和グループ
6434c5c2-37e1-4369-83de-1499be5dda0d,1064【Dev】自然言語処理リサーチャー（LLM）,東京都,"ストックマーク株式会社は「価値創造の仕組みを再発明し、人類を前進させる」をミッションに掲げ、最先端の生成AI LLM技術を活用し、企業の変革を支援しています。
弊社の強みは、フルスクラッチで国産LLMを開発できる技術力です。2024年5月には、国内最大級となる1,000億パラメータの日本語特化LLM「Stockmark-2」を公開しました。
多くの企業が海外モデルの微調整やOSS活用にとどま...","※すべて必須
・自然言語処理に対する深い知識と業務経験 
・理工系大学院修了",その他,705,1255,ストックマーク株式会社
e56e2df6-ef33-44b1-9c40-40ec1dd9547c,d3_ITコンサルタント（シニアコンサルタント)　　 (_lx_mm),東京都,"WorkXは、既存のコンサルティングファームの枠組みを超え、自らも事業を創出・運営する「ハイブリッドファーム」です。
他社へのコンサルティングだけでなく、自社での事業創出を通じたクライアント提供価値の最大化に重きを置いており、
・ 戦略・IT・DX・経営などの領域における大手企業向けのコンサルティング「LeanX」
・ AI・データを活用したコンサルティング＆エンジニアリングサービス「Lea...",・アプリケーション開発におけるPM経験2年以上,コンサルタント,700,1200,株式会社WorkX
5b186f07-c590-4afc-879d-e8cca8b43373,SNSタレント事業部_ブランディング,東京都,"■メディアエイド3つの独自性
・「知らなかったを救う。」というミッションの実現に向けて、オールドメディアからニューメディアへのパラダイムシフトに挑戦しています。
・創業事業のSNSソリューション事業からスタートし、SNSタレント事業, SNSプラットフォーム事業と創業初期フェーズから3つの事業領域にチャレンジしています。
・2029年までに時価総額1,000億円, 従業員1,000名, 海外...","・ブランドコンセプトやトーン設計に関わった経験（2年以上目安）
・事業やサービスの立ち上げ、リブランディング経験
・クリエイティブディレクションやコピー設計に携わったことがある方
・複数の関係者と連携しながら、プロジェクトを推進したご経験",その他,400,700,株式会社メディアエイド
d0394aa3-3e60-47bf-9cf9-efb4591da7d1,【信和不動産】不動産営業（用地仕入・不動産開発）【大阪】,"大阪府, 東京都","信和グループの中でデベロッパーの役割を担う信和不動産。
不動産開発や家主業（不動産賃貸業）を行っており、開発部では土地・物件購入から出口戦略まですべてを担当できます。また、オーナー（社長）に直接担当者が購入について提案できるため、大手企業よりも決裁が早くなっております。現在はマンション・ホテル・介護施設などの開発をすることが多いですが、事業収益性やアイデア次第では新規の開発も実現可能です。","➀不動産用地仕入れ　もしくは　不動産開発経験者
➁コミュニケーション能力があり、自ら案件獲得ができる
③上司とは意見交換ができ、部下・後輩には教育・指導ができる",営業,450,600,信和グループ
cf0748cf-1618-4b6c-9c35-902e8f65d7be,02_WEBアプリケーションエンジニア(業務委託/副業可),東京都,"当社グループは、「辺境の知から“マーケティングゼロ”を実現する」という世界観のもと、
「ミエルカSEO」等、デジタルマーケティングの生産性を向上させる自動化ツール群、
及びデジタルマーケティングに関する多様で複雑な課題を解決するリソース（人材・教育・コンサルティング）の提供を行っております。
当社の世界観を表すDNAマップには、
「『真似したくない』と思われることをやる」「異端を許容する」「...","- Webサービスの開発運用経験（プログラミング言語不問）
- クラウドサービスの活用経験（Amazon Web Services、Google Cloud等）
- チームでの開発経験（開発手法不問）
- 英語でコミュニケーションすることを躊躇しないマインドセット",エンジニア,720,,株式会社Faber Company
4a71c2b4-ee77-4203-953d-02ddf71e3d94,【信和ホールディングス】役員秘書,大阪府,"信和ホールディングスの秘書課に所属頂き、先輩社員（1名）のもと、グループ代表と役員1名の秘書を分担して業務にあたって頂きます。
スケジュール調整・管理
文書作成（業務連絡書・案内状・お礼状・会議資料、議事録、訓示下書きなど）
交際業務のサポート（中元、歳暮、年賀状、慶弔、冠婚葬祭）
上司の経費精算などの雑務
環境整備（絵画、調度品など）
広報関連（プレスリリースの作成、Instagramなど...","・秘書経験（役員秘書の経験尚可）
・雰囲気が明るい方・元気な方
・空気が読める方",その他,350,600,信和グループ
ece60569-f362-42ad-ad5c-27b655dd5914,1069【Biz】セールスイネーブルメント,東京都,"ストックマーク株式会社は「価値創造の仕組みを再発明し、人類を前進させる」をミッションに掲げ、最先端の生成AI LLM技術を活用し、企業の変革を支援しています。
弊社の強みは、フルスクラッチで国産LLMを開発できる技術力です。2024年5月には、国内最大級となる1,000億パラメータの日本語特化LLM「Stockmark-2」を公開しました。
多くの企業が海外モデルの微調整やOSS活用にとどま...","※いずれか必須
・B to B領域のセールス／CSのイネーブルメント経験
・コンサルティングファームにおける、営業生産性向上のコンサルティング経験",事業企画,805,1005,ストックマーク株式会社
b703e2a4-cbb3-467f-8c38-ec73fa1116f6,d4_ITコンサルタント(マネージャー以上)　　 (_lx_mg),東京都,"「この国の生産性を世界一に。」
WorkXは、既存のコンサルティングファームの枠組みを超え、自らも事業を創出・運営する「ハイブリッドファーム」です。
他社へのコンサルティングだけでなく、自社での新規事業創出を続け、「経営人材」を輩出し、プロフェッショナルエコノミーへ変革することを志向しており、
・ 戦略・IT・DX・経営などの領域における大手企業向けのコンサルティング＆事業創出支援「Lean...","※いずれか必須
・コンサルティングファームもしくはSlerにおけるコンサルティング経験や近しい経験をお持ちの方（5年以上）
・IT戦略、企画、要件定義、設計、構築、運用保守等のITライフサイクルに関わる実務経験をお持ちの方（5年以上）",コンサルタント,1200,5000,株式会社WorkX
381352d0-e120-4314-8001-83937e40b20e,【信和不動産】不動産営業（用地仕入・不動産開発）【大阪】※業界経験ポテンシャル,"大阪府, 東京都","信和グループの中でデベロッパーの役割を担う信和不動産。
不動産開発や家主業（不動産賃貸業）を行っており、開発部では土地・物件購入から出口戦略まですべてを担当できます。また、オーナー（社長）に直接担当者が購入について提案できるため、大手企業よりも決裁が早くなっております。現在はマンション・ホテル・介護施設などの開発をすることが多いですが、事業収益性やアイデア次第では新規の開発も実現可能です。","・建築、不動産業界経験
・何かしらの営業経験
・ディベロッパー側での営業をやりたいという強い思い",営業,400,500,信和グループ
f66e0794-c8b5-4ed7-86cc-45a7ce73fb0f,SNSタレント事業部_マーケティング,東京都,"■メディアエイド3つの独自性
・「知らなかったを救う。」というミッションの実現に向けて、オールドメディアからニューメディアへのパラダイムシフトに挑戦しています。
・創業事業のSNSソリューション事業からスタートし、SNSタレント事業, SNSプラットフォーム事業と創業初期フェーズから3つの事業領域にチャレンジしています。
・2029年までに時価総額1,000億円, 従業員1,000名, 海外...","・デジタルマーケティングとして1年以上の経験
・toC商材のマーケティング経験",マーケティング,400,600,株式会社メディアエイド
d28d7cb5-6698-4285-adf7-1ded681456d6,02_シニアプロダクトマネージャー,東京都,"当社グループは、「辺境の知から“マーケティングゼロ”を実現する」という世界観のもと、
「ミエルカSEO」等、デジタルマーケティングの生産性を向上させる自動化ツール群、
及びデジタルマーケティングに関する多様で複雑な課題を解決するリソース（人材・教育・コンサルティング）の提供を行っております。
当社の世界観を表すDNAマップには、
「『真似したくない』と思われることをやる」「異端を許容する」「...","【必須（MUST）】

- SaaSまたはWebプロダクトにおけるプロダクトマネジメント経験（5年以上）
- プロダクトに関わる仕様策定・優先度設計・リリース判断等、意思決定の経験
- エンジニア、デザイナー、セールス、CS、経営層など、部署横断のステークホルダーとの連携・調整経験
- 日本語による円滑なコミュニケーション能力
- 英語による読み書き・会話に抵抗がないこと、または業務上の英語使用に適応できること",プロダクトマネージャー,720,1200,株式会社Faber Company
a78fdbf5-1868-4a9f-a2f6-589cf36ea979,【信和ホールディングス】経理部,大阪府,"信和グループの管理部門である、信和ホールディングスの経理部門の募集です。
信和グループは建設・不動産事業を中心に、10事業もの多角的経営を行っている企業で、今年で創業130周年を超えて、132年目を走っている老舗企業なので、長く安定して働ける環境です。
現在も事業拡大・急成長を続けており、今回はグループ全体のバックオフィスを支えている経理部門のメンバーを募集することになりました。
☆☆当グル...","・経理職経験5年以上
または
・日商簿記2級
または
・建設業経理事務士2級・1級所持
・10億円以上の売り上げのある企業を担当した経験がある方",経理,393,619,信和グループ
461fbe19-03a4-4d8f-9162-1afada9eb2ba,e1_AI＆データ／DXコンサルタント　　 (_ldx_mm),東京都,"WorkXは、既存のコンサルティングファームの枠組みを超え、自らもAIを活用したプロダクト等を創出・運営する「ハイブリッドファーム」です。
他社へのコンサルティングだけでなく、自社での事業創出を通じたクライアント提供価値の最大化に重きを置いており、
・ AI・データを活用したコンサルティング＆エンジニアリングサービス「LeanDataX」
・ 戦略・IT・DX・経営などの領域における大手企業...","※いずれか必須
・SQLによるデータ加工・集計を行った経験
・Python、Java、SASなどプログラミング言語の利用経験
・データベースに関する基礎知識
・システムサイドでの基盤の導入経験
・システムサイドでのBIツールの導入経験
・コンサルティング業務経験
・業務でのデータ分析の経験",コンサルタント,400,700,株式会社WorkX
af102bc2-3cb8-4d73-9ccb-a954e639ba0c,【信和不動産】不動産営業（用地仕入・不動産開発）【東京】,東京都,当グループでは、不動産開発や家主業（不動産賃貸業）を行っており、土地・物件購入から出口戦略まですべてを担当できます。また、オーナー（社長）に直接担当者が購入について提案できるため、大手企業よりも決裁が早くなっております。現在はマンション・ホテル・介護施設などの開発をすることが多いですが、事業収益性やアイデア次第では新規の開発も実現可能です。,"➀デベロッパーにて企画・開発経験がある方（営業経験でも検討可能）
②上司とは意見交換ができ、部下・後輩には教育・指導ができる
③コミュニケーション能力があり、自ら案件獲得ができる",営業,450,800,信和グループ
f0731e82-44ea-4035-86d6-432e13504678,1075【Biz】インサイドセールス（リーダー候補）,東京都,"ストックマーク株式会社は「価値創造の仕組みを再発明し、人類を前進させる」をミッションに掲げ、最先端の生成AI LLM技術を活用し、企業の変革を支援しています。
弊社の強みは、フルスクラッチで国産LLMを開発できる技術力です。2024年5月には、国内最大級となる1,000億パラメータの日本語特化LLM「Stockmark-2」を公開しました。
多くの企業が海外モデルの微調整やOSS活用にとどま...","※すべて必須
・SaaSのインサイドセールスとしてのトップセールスに準ずるご経験
・インバウンド対応のみではなく、自らアポを開拓するBDRのご経験",インサイドセールス,455,905,ストックマーク株式会社
d6383467-d66d-4f9e-bf81-dd4a248601a2,SNSマーケティング部_Instagramアカウント運用,東京都,"■メディアエイド3つの独自性
・「知らなかったを救う。」というミッションの実現に向けて、オールドメディアからニューメディアへのパラダイムシフトに挑戦しています。
・創業事業のSNSソリューション事業からスタートし、SNSタレント事業, SNSプラットフォーム事業と創業初期フェーズから3つの事業領域にチャレンジしています。
・2029年までに時価総額1,000億円, 従業員1,000名, 海外...","・Instagramの運用経験が1年以上ある方
・Canvaが使用できる方
・クライアントワークの経験が1年以上ある方",マーケティング,350,600,株式会社メディアエイド
68500709-3159-4a02-aeb1-bf3f985bde6f,02_リードエンジニア,東京都,"●開発プロジェクトの推進
・新規機能開発や既存機能の改善を主導し、ユーザー体験を向上させるための施策推進
・（非）機能要件のレビュー、テストの設計および検査や監視の自動化などの作業を通して、プロダクト品質の維持および向上
・システムの運用保守での安定したサービス提供の実現
・パフォーマンスレビューやフィードバック、プロジェクトの進捗状況の評価と改善
●事業戦略に基づいた組織開発
・キャリアパ...","・Webサービスの開発運用経験（プログラミング言語不問）
・クラウドサービスの活用経験（Amazon Web Services、Google Cloud等）
・チームでの開発経験（開発手法不問）
・ビジネスレベルの英語力（非エンジニア含む）",エンジニア,1080,,株式会社Faber Company
e4ae239d-4035-4c9e-a0a5-39527cf10958,【信和不動産】不動産営業（用地仕入・不動産開発）【大阪】,"大阪府, 東京都","信和グループの中でデベロッパーの役割を担う信和不動産。
不動産開発や家主業（不動産賃貸業）を行っており、開発部では土地・物件購入から出口戦略まですべてを担当できます。また、オーナー（社長）に直接担当者が購入について提案できるため、大手企業よりも決裁が早くなっております。現在はマンション・ホテル・介護施設などの開発をすることが多いですが、事業収益性やアイデア次第では新規の開発も実現可能です。","➀不動産用地仕入れ　もしくは　不動産開発経験者
➁コミュニケーション能力があり、自ら案件獲得ができる
③上司とは意見交換ができ、部下・後輩には教育・指導ができる",営業,450,600,信和グループ
b266d002-2e28-48a3-9d39-64410299693b,e2_AI＆データ／DXコンサルタント(シニアコンサルタント)　　 (_ldx_mm),東京都,"WorkXは、既存のコンサルティングファームの枠組みを超え、自らもAIを活用したプロダクト等を創出・運営する「ハイブリッドファーム」です。
他社へのコンサルティングだけでなく、自社での事業創出を通じたクライアント提供価値の最大化に重きを置いており、
・ AI・データを活用したコンサルティング＆エンジニアリングサービス「LeanDataX」
・ 戦略・IT・DX・経営などの領域における大手企業...","※いずれか必須
・データサイエンティスト、データエンジニア等のAI/データに関連する職業の就業経験(3年以上)
・Python,Rでのデータ分析経験
・システムサイドでの基盤の導入経験
・システムサイドでのBIツールの導入経験
・コンサルティング業務経験（4年以上）",コンサルタント,700,1500,株式会社WorkX
50c07adf-a969-4711-a2ce-f94dce1e675c,【信和不動産】不動産営業（用地仕入れ・権利調整等）【大阪】,"大阪府, 東京都","信和グループの中でデベロッパーの役割を担う信和不動産。
立ち退き交渉や用地仕入れをメインに行っていただきます。
その他には、不動産開発や家主業（不動産賃貸業）を行っており、開発部では土地・物件購入から出口戦略まですべてを担当できます。また、オーナー（社長）に直接担当者が購入について提案できるため、大手企業よりも決裁が早くなっております。現在はマンション・ホテル・介護施設などの開発をすることが...","➀コミュニケーション能力
②明るく元気でやる気のある方",営業,500,1000,信和グループ
d8c209a4-7aa0-473e-b3c0-b3226fd84844,1098【Biz】SaaS事業統括責任者,東京都,"■ストックマークについて
ストックマーク株式会社は「価値創造の仕組みを再発明し、人類を前進させる」をミッションに掲げ、最先端の生成AI LLM技術を活用し、企業の変革を支援しています。
弊社の強みは、フルスクラッチで国産LLMを開発できる技術力です。2024年5月には、国内最大級となる1,000億パラメータの日本語特化LLM「Stockmark-2」を公開しました。
多くの企業が海外モデルの...","※すべて必須
・IT/Web業界の事業会社にてPL責任を担う事業責任者の経験
・法人向けセールスの経験",その他,1005,2005,ストックマーク株式会社
69dc2471-a1dd-46ee-ae74-d024c946bae7,02_新規事業_コンサルティング営業｜DX導入支援コンサルティング,東京都,"日本の99.7％が中小企業と言われ、その中小企業の※1DXに取り組めている割合はたったの18.5％という調査結果があります。
※１ 出典：独立行政法人 中小企業基盤整備機構『中小企業のDX推進に関する調査（2024年）』より引用
その理由として考えられるのは、「クラウドサービスが無数に存在し、違いがわからない」「価格が明記されていないことが多く、比較しづらい」などが挙げられます。
そこで、当...","ー下記いずれかに該当する方
・法人営業の経験（目安2年以上）

ー下記のような方が当社にマッチすると考えます。
・パーパスである「辺境の知から、”マーケティングゼロ”を実現する」に共感する方
・コミュニケーション能力に自信がある方
・新規事業にチャレンジしたい意欲がある方
・最後まであきらめずにやり切れる方",コンサルティング,360,500,株式会社Faber Company
